article_id,source_id,source_name,author,title,description,url,url_to_image,published_at,content,category,full_content
89557,,Wired.co.uk,"Arbab Ali, Nadeem Sarwar",Glacial Lakes Threaten Millions in a Warming World,A Himalayan lake fed by melting ice just released a devastating flood in northern India. Thousands of other unstable lakes are getting bigger every year.,https://www.wired.co.uk/article/glacial-lake-outburst-flood-glof-india-sikkim,"https://media.wired.co.uk/photos/652876126863ba5dd0b2217f/16:9/w_1280,c_limit/india-himalyas-science-2T0W37B.jpg",2023-10-24 06:00:00.000000,"Known formally as glacial lake outburst floodsor GLOFsthese deluges are driven by rising mountain temperatures. Where glaciers terminate, they deposit rocky debris that has been carried in their ice,… [+3376 chars]",Nepal,
89559,,VOA News,webdesk@voanews.com (Agence France-Presse),UN Chief Urges Peace From Site Venerated as Buddha's Birthplace,"U.N. Secretary-General Antonio Guterres made an impassioned plea for peace on Tuesday from a Nepalese site venerated as Buddha's birthplace, against a backdrop of conflict, including in the Middle East, Ukraine and Sudan.


While on his visit to Nepal, Guterr…",https://www.voanews.com/a/un-chief-urges-peace-from-site-venerated-as-buddha-birthplace/7334409.html,https://gdb.voanews.com/9EACFB46-0926-4E37-9F0C-55B81AE67D5A.jpg,2023-10-31 14:23:18.000000,"Lumbini, Nepal  U.N. Secretary-General Antonio Guterres made an impassioned plea for peace on Tuesday from a Nepalese site venerated as Buddha's birthplace, against a backdrop of conflict, including … [+1617 chars]",Nepal,
89563,the-times-of-india,The Times of India,Durgesh Nandan Jha,PM Hasina’s war on terror gets daughter India’s vote in WHO,India News: NEW DELHI: India preferred Bangladesh over Nepal for the post of regional director of World Health Organisation’s (WHO) Southeast Asia Region contribu.,https://timesofindia.indiatimes.com/india/pm-hasinas-war-on-terror-gets-daughter-indias-vote-in-who/articleshow/104900983.cms,"https://static.toiimg.com/thumb/msid-47529300,width-1070,height-580,imgsize-110164,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-11-02 01:12:47.000000,Ranked! Worlds most loved landmarks; Taj Mahal secures 2nd spot,Nepal,"NEW DELHI: India preferred Bangladesh over Nepal for the post of regional director of World Health Organisation’s (WHO) Southeast Asia Region contributing to the comfortable victory of Saima Wazed, daughter of Bangla PM Sheikh Hasina .Although officials were tight-lipped about which way India voted, sources said that it voted for Wazed at the expense of Dr Shambhu Acharya, who could manage one vote, apart from Nepal’s.It could not have been an easy decision as India has been working to improve ties with both neighbours. The decision may have been influenced by Bangladesh PM Sheikh Hasina’s effort to stop Islamic terrorist groups, many of them backed by Pakistan, from using Bangladesh as a base to launch attacks against India. The personal stake of Sheikh Hasina, who faces an increasingly tough situation on the domestic front ahead of elections next year, in the outcome of a contest featuring her daughter and China’s effort to woo her, also perhaps helped tip scales in Wazed’s favour.Wazed, who is a global autism advocate and has been a member of the WHO’s 25-member expert advisory panel on mental health, would have won in any case as eight of the 10 member nations preferred her over Dr Acharya who is a WHO specialist.WHO said that Wazed’s nomination will be submitted to the WHO executive board during its 154th session, taking place on 22-27 January 2024 in Geneva, Switzerland, and that the newly appointed regional director will take office on 1 February 2024.The Bangladesh High Commission, in its statement announcing the victory, said their ministry of foreign affairs, in coordination with the ministry of health and family welfare, conducted an effective campaign in Wazed’s favour since the very beginning of the election process."
89566,,The Star Online,The Star Online,"Over 1,000 call centre scammers detained this year, say cops","KUALA LUMPUR: Police have detained 1,160 individuals for suspected involvement in call centre scam syndicates in the first nine months of this year. Read full story",https://www.thestar.com.my/news/nation/2023/10/20/over-1000-call-centre-scammers-detained-this-year-say-cops,https://apicms.thestar.com.my/uploads/images/2023/10/20/2346654.jpeg,2023-10-20 13:08:00.000000,"KUALA LUMPUR: Police have detained 1,160 individuals for suspected involvement in call centre scam syndicates in the first nine months of this year.
They comprise 791 individuals from Malaysia, Chin… [+1770 chars]",Nepal,
89569,the-jerusalem-post,The Jerusalem Post,By REUTERS,Magnitude 5.6 earthquake strikes Nepal,"A magnitude 5.6 earthquake struck Nepal on Tuesday, the German Research Center for Geosciences (GFZ) said.The",https://www.jpost.com/breaking-news/article-761462,"https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/534687",2023-10-03 09:37:27.000000,"A magnitude 5.6 earthquake struck Nepal on Tuesday, the German Research Center for Geosciences (GFZ) said.
The quake was at a depth of 10 km (6.2 miles), GFZ said.
The quake was also felt in parts … [+40 chars]",Nepal,
89570,,CNA,,China expands climate change surveillance on Himalayan peak,"BEIJING: China has set up weather stations on Cho Oyu, the sixth-highest mountain in the world on Tibet's border with Nepal, expanding a series of high-altitude meteorological gauges in the Himalayas to monitor the impact of climate change on Asia's ""water to…",https://www.channelnewsasia.com/sustainability/china-expands-climate-change-surveillance-himalayan-peak-3826266,"https://onecms-res.cloudinary.com/image/upload/s--003BzN3f--/fl_relative,g_south_east,l_one-cms:core:watermark:reuters,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2023-10-06t080942z_2_lynxmpej9508r_rtroptp_3_climate-change-china.jpg?itok=t4hpbvyh",2023-10-06 08:37:56.000000,"BEIJING: China has set up weather stations on Cho Oyu, the sixth-highest mountain in the world on Tibet's border with Nepal, expanding a series of high-altitude meteorological gauges in the Himalayas… [+1801 chars]",Nepal,"BEIJING: China has set up weather stations on Cho Oyu, the sixth-highest mountain in the world on Tibet's border with Nepal, expanding a series of high-altitude meteorological gauges in the Himalayas to monitor the impact of climate change on Asia's ""water tower"". Scientists are increasingly watching how climate change is impacting the environmentally fragile Himalayas, home to the planet's tallest peaks and the source of water for rivers that hundreds of millions of people depend on. Since the end of September, a Chinese team has set up five automatic weather stations on Cho Oyu, at altitudes from 4,950m to its summit at 8,201m, the official Xinhua news agency reported on Friday (Oct 6). Snow and ice samples at the summit had been collected for the first time, Xinhua reported. Initial research showed that the ice layer on Cho Oyu was the thickest among peaks above 8,000m, with a thickness of more than 70m being seen, Xinhua reported. The weather stations on Cho Oyu, which means ""Turquoise Goddess"" in Tibetan, expand a Chinese meteorological network in the Himalayas that includes monitoring of the 8,848m Everest, also on the border with Nepal, and the 8,013m Shishapangma in Tibet. Monitoring the effects of global warming has taken on urgency after one of the warmest summers in the northern hemisphere this year.Mont Blanc, Western Europe's highest peak, has lost more than 2m in height over two yearsbecause of its shrinking snowpack, researchers said on Thursday. Torrential rain in India's northeastern Sikkim state burst the banks of a glacial lake and triggered flash floodsthis week, killing at least 40 people in the latest example of extreme weather events in the mountain range that scientists have blamed on climate change. High-altitude surveillance was imperative to avoid disasters such as floods and ice avalanches as glaciers melt, Xinhua reported, citing Yang Wei, a researcher at the Institute of Tibetan Plateau Research of Chinese Academy of Sciences."
89571,,Upenn.edu,Victor Mair,Middle Sinitic in Indological Transcription,"A fascinating, valuable new proposal from Nathan Hill: ""An Indological transcription of Middle Chinese"" Cahiers de Linguistique Asie Orientale, 52 (2023), 40-50. Abstract Because most Sino-Tibetan languages with a literary tradition use Indic derived scripts …",https://languagelog.ldc.upenn.edu/nll/?p=61092,,2023-10-29 01:06:43.000000,"« previous post | 
A fascinating, valuable new proposal from Nathan Hill:
""An Indological transcription of Middle Chinese""
Cahiers de Linguistique Asie Orientale, 52 (2023), 40-50.
Abstract
Beca… [+6610 chars]",Nepal,
89574,,Hurriyet Daily News,hurriyetdailynews.com,AI of tiger: Tiny camera protects people,"Tiger populations are on the rise in the jungles of India and Nepal and the predators are roaming ever closer to villages, sparking a race among conservationists to find ways of avoiding conflict.",https://www.hurriyetdailynews.com/ai-of-tiger-tiny-camera-protects-people-186800,https://image.hurimg.com/i/hurriyet/75/200x200/651e6e894e3fe111306a471d.jpg,2023-10-06 04:00:00.000000,"PARIS
Tiger populations are on the rise in the jungles of India and Nepal and the predators are roaming ever closer to villages, sparking a race among conservationists to find ways of avoiding confl… [+2298 chars]",Nepal,
89577,,CNA,,CNA wins gold in Best Use of Video category at WAN-IFRA Asian Digital Media Awards 2023,"SINGAPORE: For its first-hand look at the direct impact of global warming on lives in Nepal, CNA picked up a gold award at this year's WAN-IFRA Asian Digital Media Awards in the Best Use of Video category.  The World Association of News Publishers (WAN-IFRA) …",https://www.channelnewsasia.com/singapore/cna-wins-best-use-video-wan-ifra-asian-digital-media-awards-2023-nepal-climate-3857826,"https://onecms-res.cloudinary.com/image/upload/s--_OLz_jLy--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2021-08:cna,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2022/10/26/nepal-19.jpg?itok=rjq1HWYs",2023-10-19 09:37:00.000000,"SINGAPORE: For its first-hand look at the direct impact of global warming on lives in Nepal, CNA picked up a gold award at this year's WAN-IFRA Asian Digital Media Awards in the Best Use of Video cat… [+1392 chars]",Nepal,"SINGAPORE: For its first-hand look at the direct impact of global warming on lives in Nepal, CNA picked up a gold award at this year's WAN-IFRA Asian Digital Media Awardsin the Best Use of Video category. The World Association of News Publishers (WAN-IFRA) is the global organisation of the world’s media and has 60 member publisher associations representing 18,000 publications in 120 countries. The award was presented on Thursday (Oct 19) at the Digital Media Asia (DMA) conference. Now in its 15th year, the event is Asia Pacific’s largest regional news media industry event on digital trends, revenue and technology. CNA’s Climate Correspondent Jack Board travelled to Upper Mustang, once known as Nepal's last forbidden kingdom, where he shot his winning digital video piece,Climate Change and Nepal’s Dying Village in the Mountains. Even as glaciers melt, the village of Samdzong is running dry. And as global warming ravages the Himalayas, communities there have no choice but to adapt and uproot themselves. Recounting his experience, Mr Board said filming the story was an ""absolute privilege and challenge"". ""Upper Mustang is a naturally breathtaking environment, and while it felt so distant, the local challenges there are so connected to the overall climate change threat that the world is facing,"" he said. ""Reaching the high-altitude glacial lake, featured in the story, was the most physically demanding thing I’ve ever done in my life. Yet it’s in these hard-to-reach places that climate change is hitting in most dramatic fashion. What happens up there really matters.”"
89578,,VOA News,webdesk@voanews.com (Shaikh Azizur Rahman),WHO Regional Election Sparks Nepotism Concerns in Bangladesh,"The coming election to choose the World Health Organization's next chief of the South-East Asia Regional Office, or SEARO, has become contentious as the person who takes up that post could influence the health of billions of people. 


The daughter of Banglad…",https://www.voanews.com/a/who-regional-election-sparks-nepotism-concerns-in-bangladesh/7322556.html,https://gdb.voanews.com/01000000-0aff-0242-848e-08dbd3d200df_w1200_r1.jpg,2023-10-23 14:47:54.000000,"The coming election to choose the World Health Organization's next chief of the South-East Asia Regional Office, or SEARO, has become contentious as the person who takes up that post could influence … [+6608 chars]",Nepal,
89581,,AOL,Alastair Gee,McDonald’s and Amazon’s ties to alleged labor trafficking: five key takeaways,"Foreign workers at the Middle East locations of US and UK brands allege low pay, harsh conditions and a legal limbo with few protections",https://www.aol.com/finance/mcdonald-amazon-ties-alleged-labor-090035425.html,https://s.yimg.com/ny/api/res/1.2/8cQIdi0h3jb_LjJHmP_cJQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MjE-/https://media.zenfs.com/en/aol_the_guardian_702/9260a676d8c1414277ce7692e2db5735,2023-10-10 09:00:35.000000,"Today the Guardian has published an investigation into labor conditions at the Persian Gulf locations of major US and UK brands, including Amazon, McDonalds and the InterContinental Hotels Group.
Al… [+4285 chars]",Nepal,
89584,rt,RT,RT,India leads in migration to 'high-income' countries - report,"US, Australia and Canada were the top destinations for Indians to acquire foreign citizenship in 2021 Read Full Article at RT.com",https://www.rt.com/india/585738-indians-migration-rich-countries/,https://mf.b37mrtl.ru/files/2023.10/article/6538b72985f54031a857cb06.jpg,2023-10-25 06:46:38.000000,"India topped a chart of countries with the largest number of emigrants to “high-income” Organization for Economic Co-operation and Development (OECD) member nations, with about 407,000 people having … [+2915 chars]",Nepal,"India has topped a list of countries with the largest number of emigrants to“high-income”Organization for Economic Co-operation and Development (OECD) member nations, according to a new report. While about 407,000 Indian nationals emigrated in 2021, the country also leads in acquiring citizenship in the OECD area, with the US, followed by Australia and Canada, dominating. According to theresearch, titled“International Migration Outlook: 2023,”released on Monday in France, the US handed out the most passports to Indian immigrants (56,000), followed by Australia (24,000) and Canada (21,000). A total of 133,000 Indians were granted citizenship in an OCED country in 2021. The OECD, which has 38 member countries, was founded in 1961 to stimulate economic progress and world trade. Most of these countries are considered""rich""and""developed""and attract migrant workers and students. Canada, according to the study, recorded the most significant proportional increase in granting citizenship to foreign nationals, with a 174% increase between 2021 and 2022. The North American country, which recently accused New Delhi of conducting a political assassination in a Vancouver suburb, added a record 375,000 new citizens in 2022. The highest number of immigrants issued Canadian passports in 2022 came from India (60,000), followed by the Philippines (42,000), Syria (20,000) and Pakistan (15,000). A shift overseas generally results in higher incomes for Indians. The World Development Report, released in April, showed an estimated 120% gain for Indians who moved abroad for work. According to the report, low-skilled Indians immigrating to the US stand to gain the most, as they would see a jump in income of nearly 500%, followed by immigration to the UAE, at almost 300%. “To step up efforts to actively recruit immigrant workers, several OECD-member countries continue to sign bilateral agreements and advance migration and mobility partnerships with selected origin countries,” the report noted, adding that Portugal, Germany, and Austria have recently concluded agreements on “migration and mobility” with India. Notably, it is the first time that Germany has signed such a bilateral agreement. The report added there was 26% more ‘permanent-type’ immigration to OECD countries in 2022 compared with the previous year, and preliminary figures for 2023 suggest a further increase. With more than 6 million new permanent immigrants, not including Ukrainian refugees, permanent immigration reached a record level in 2022, the report noted. Temporary labor migration, especially of the seasonal variety, also registered a “strong increase.” India has also emerged as the second-largest source of international students in OECD countries; 424,000 Indian students travel abroad for studies in 2021, only surpassed by China, which sent 885,000 students. According to the report, the number of students from India, Vietnam, and Nepal have more than doubled between 2014 and 2021. The report further revealed that Indians account for the largest number of international students in Canada and Latvia."
89586,,International Business Times,AFP News,"At Least 10 Dead, 102 Missing In India Glacial Lake Burst","Indian rescue teams searched on Thursday for 102 people missing after a devastating flash flood triggered by a high-altitude glacial lake burst killed at least 10, officials said.",https://www.ibtimes.com/least-10-dead-102-missing-india-glacial-lake-burst-3714190,https://d.ibtimes.com/en/full/4490737/handout-picture-indias-ministry-defence-shows-army-personnel-searching-missing-soldiers-after.jpg,2023-10-05 09:00:39.000000,"Indian rescue teams searched on Thursday for 102 people missing after a devastating flash flood triggered by a high-altitude glacial lake burst killed at least 10, officials said.
Violent flooding f… [+2949 chars]",Nepal,"Indian rescue teams searched on Thursday for 102 people missing after a devastating flash flood triggered by a high-altitude glacial lake burst killed at least 10, officials said. Violent flooding from glacier lakes dammed by loose rock has become more frequent as global temperatures rise and ice melts, with climate scientists warning it poses an increasing danger across the wider Himalayan mountain range. ""At least 10 people were killed and 102 others reported missing,"" Prabhakar Rai, director of the Sikkim state disaster management authority, told AFP a day after a wall of water rushed down the mountainous valley in northeastern India. Authorities said roads had been ""severely"" damaged and that 14 bridges had been washed away. Rescuers were battling to help those hit by the flood, with communications cut across large areas and roads blocked. ""Floodwaters have caused havoc in four districts of the state, sweeping away people, roads, bridges,"" Himanshu Tiwari, an Indian Army spokesman, told AFP. Twenty-two soldiers are among the missing, the army said. One previously missing soldier was rescued. The army was working to reestablish telephone connections and provide ""medical aid to tourists and locals stranded"", it said in a statement. The water surge came after intense rainfall burst the high-altitude Lhonak Lake, which sits at the base of a glacier in peaks surrounding the world's third-highest mountain, Kangchenjunga. Himalayan glaciers are melting faster than ever due to climate change, exposing communities to unpredictable and costly disasters, according to the International Centre for Integrated Mountain Development (ICIMOD) research group. Water powered downstream, adding to a river already swollen by monsoon rains, damaging a dam, sweeping away houses and bridges, and causing ""serious destruction"", the Sikkim state government said. Damage was recorded more than 120 kilometres (75 miles) downstream, and Prime Minister Narendra Modi has promised ""all possible support"" for those affected. Lhonak Lake shrunk by nearly two-thirds in size, an area roughly equivalent to about 150 football pitches (105 hectares), satellite photographs released by the Indian Space Research Organisation showed. ""Intense rain has led to this catastrophic situation in Sikkim where the rain has triggered a glacial lake outburst flood and damaged a dam, and caused loss of life,"" said Miriam Jackson, a scientist specialising in ice who monitors Himalayan regions with the Nepal-based ICIMOD. ""We observe that such extreme events increase in frequency as the climate continues to warm and takes us into unknown territory."" Earth's average surface temperature has risen nearly 1.2 degrees Celsius since pre-industrial times but high-mountain regions around the world have warmed at twice that pace, climate scientists say. Sikkim is close to India's border with Nepal and China and boasts a sizeable military presence. India has been wary of China's growing military assertiveness and their 3,500-kilometre (2,200-mile) shared frontier has been a perennial source of tension, with parts of Sikkim claimed by Beijing."
89587,,Globalresearch.ca,Barbara Nimri Aziz,“We Are at War!” declares Netanyahu. Oh really? Your War or My War,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the author’s name. To receive Global Research’s Daily Newsletter (selected articles), click here. Click the share button above to email/forward this arti…",https://www.globalresearch.ca/your-war-or-my-war/5835885,https://www.globalresearch.ca/wp-content/uploads/2018/08/razan-najjar-Gaza.jpg,2023-10-12 13:36:56.000000,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the authors name.
To receive Global Researchs Daily Newsletter (selected articles), click he… [+4221 chars]",Nepal,
89590,,ARTnews,Karen K. Ho,Metropolitan Museum of Art Initiates Return of Two Artifacts to Nepal,Officials have been discussing the provenance of the ancient religious artifacts since last October.,https://www.artnews.com/art-news/news/metropolitan-museum-art-initiates-return-ancient-stone-sculpture-temple-strut-nepal-1234681175/,https://www.artnews.com/wp-content/uploads/2023/10/11th-century-stone-image-of-Vishnu-flanked-by-Lakshmi-and-Garuda1.jpg?w=1024,2023-10-04 20:59:16.000000,"The Metropolitan Museum of Art recently announced it had initiated the return of two artifacts from Nepal, a stone sculpture and a delicately carved temple strut.
The 13th-century wooden temple stru… [+2705 chars]",Nepal,
89592,,BusinessLine,PTI,"After export ban, rice smuggling booms along Indo-Nepal border",Over 111.2 tonnes of rice being smuggled into Nepal has been seized by the Sashastra Seema Bal (SSB) and police in the last four months.,https://www.thehindubusinessline.com/news/after-export-ban-rice-smuggling-booms-along-indo-nepal-border/article67423000.ece,https://bl-i.thgim.com/public/incoming/7go8uu/article67423025.ece/alternates/LANDSCAPE_1200/IMG_image__48_.jpg_2_1_CSBIS6V9.jpg,2023-10-15 05:27:30.000000,"At the crack of dawn every day, hushed frantic activity begins in villages located along the India-Nepal border here as some residents set out on foot or in small vehicles to smuggle rice into the ne… [+3608 chars]",Nepal,
89593,breitbart-news,Breitbart News,"Simon Kent, Simon Kent","Tally Rises of Foreigners Murdered, Abducted or Reported Missing in Hamas Terrorist Attack","Hundreds of foreign nationals in Israel have been reported murdered, missing or abducted by Hamas terrorists following the deadly invasion from the land, air and sea on Saturday.",https://www.breitbart.com/europe/2023/10/10/tally-rises-of-foreigners-murdered-abducted-or-reported-missing-in-hamas-terrorist-attack/,https://media.breitbart.com/media/2023/10/shani-louk-640x335.jpg,2023-10-10 11:38:01.000000,"Hundreds of foreign nationals in Israel have been reported murdered, missing or abducted by Hamas terrorists following the deadly invasion from the land, air and sea on Saturday.
As Breitbart News r… [+8671 chars]",Nepal,
89595,,BusinessLine,G Naga Sridhar,K&R Rail Engineering inks MoU for $500 m cable car project in Nepal,The Nepal government has accorded all necessary approvals for the project,https://www.thehindubusinessline.com/news/kr-rail-engineering-inks-mou-for-500-m-cable-car-project-in-nepal/article67388510.ece,https://bl-i.thgim.com/public/incoming/nuwhnr/article67388613.ece/alternates/LANDSCAPE_1200/PO17_Deal.jpg,2023-10-06 11:35:19.000000,"K&amp;R Rail Engineering signed a memorandum of understanding (MoU) for execution of the worlds longest cable car project in Nepal with Muktinath Darshan Private Limited, a concessionaire with the Go… [+1038 chars]",Nepal,
89597,,Moneycontrol,PTI,"Revolt Motors looks to ramp up sales infra, roll out new products","The company, which was acquired by RattanIndia Enterprises earlier this year, also plans to enter international markets.",https://www.moneycontrol.com/news/business/revolt-motors-looks-to-ramp-up-sales-infra-roll-out-new-products-11552241.html,https://images.moneycontrol.com/static-mcnews/2023/01/revolt-noida-164412839616x9-770x433.png,2023-10-18 04:09:55.000000,"Electric bike maker Revolt Motors is looking to scale up sales infrastructure, roll out new products as part of its growth plans over the next few years, a top company official said.
The company, wh… [+2245 chars]",Nepal,
89600,,Energycentral.com,[Energy Central] Len Rosen,The First Big Environmental Problem We Thought We Had Solved Has Come Back to Bite Us,Human-engineered ozone remains a problem coming largely from petrochemical industrial sources. Where is it worse? The Persian Gulf has the highest concentrations of industrial ozone. Qatar leads the way. Another country with high ozone levels is Nepal where r…,https://energycentral.com/c/ec/first-big-environmental-problem-we-thought-we-had-solved-has-come-back-bite-us,,2023-10-23 16:07:22.000000,Human-engineered ozone remains a problem coming largely from petrochemical industrial sources. Where is it worse? The Persian Gulf has the highest concentrations of industrial ozone. Qatar leads the … [+591 chars],Nepal,
89601,,Psychology Today,Dinesh Sharma Ph.D.,Robert LeVine: A Founder of Psychological Anthropology,The pioneering work of a cultural explorer of the psyche who researched childhood around the globe.,https://www.psychologytoday.com/intl/blog/leaders-in-the-making/202308/robert-levine-a-founder-of-psychological-anthropology,https://cdn2.psychologytoday.com/assets/styles/manual_crop_1_91_1_1528x800/public/teaser_image/blog_entry/2023-10/pexels-nastyasensei-335393.jpg?itok=N0Gc1uOw,2023-10-02 16:51:39.000000,"Robert Alan LeVine (19322023) was a founder of psychological anthropology, a social science discipline at the intersection of socio-cultural anthropology, psychology, psychoanalysis, developmental sc… [+7594 chars]",Nepal,
89602,rt,RT,RT,"India rejects its ranking in Global Hunger Index, citing ‘malafide intent’",New Delhi labelled index as “an erroneous measure of hunger with serious methodological issues” Read Full Article at RT.com,https://www.rt.com/india/584837-india-rejects-global-hunger-index/,https://mf.b37mrtl.ru/files/2023.10/article/65294cd82030273372083260.jpg,2023-10-13 14:33:26.000000,"The Indian government has rejected the new edition of the Global Hunger Report 2023, which ranks India 111th out of a total of 125 countries. In a statement on Thursday, the country’s Ministry of Wom… [+2970 chars]",Nepal," The Indian government has rejected the new edition of the Global Hunger Report 2023, whichranksIndia 111th out of a total of 125 countries. In a statement on Thursday, the country’s Ministry of Women and Child Development cited“serious methodological issues,”noting that the Global Hunger Index“continues to be a flawed measure of ‘hunger’ and does not reflect India’s true position.” The Global Hunger Index is released by NGOs Concern Worldwide and Welt Hunger Hilfe, from Ireland and Germany, respectively. It is considered a tool for comprehensively measuring and tracking hunger at the global, regional, and national levels. The new edition gave India a score of 28.7, noting that the country has a“serious”level of hunger. According to the report, undernourishment in India stands at 16.6% and the mortality rate for children below the age of five is 3.1%. It also showed that India has the highest child ‘wasting’ (the term describing low weight relative to height) rate in the world, at 18.7%, which reflects acute undernutrition. The index also claims that 58.1% of Indian women aged 15-24 suffer from anemia, a condition in which the body does not have enough healthy red blood cells. Notably, India was ranked below neighboring countries Pakistan (102th), Bangladesh (81st), Nepal (69th), and Sri Lanka (60th). In 2022, India ranked 107th out of 121 countries surveyed – again, well below its neighbors. “Three out of the four indicators used for calculation of the index are related to the health of children,”the Health Ministrysaidin a statement, positing that it therefore,“cannot be representative of the entire population.” The government further pointed out that the fourth and“most important indicator,”the ‘proportion of undernourished (PoU) population’, is based on an opinion poll conducted on“a very small sample size of 3,000.”  “The data collected from a miniscule sample for a country of India’s size through FIES has been used to compute PoU value for India which is not only wrong and unethical, it also reeks of obvious bias,”the statement reads. The Health Ministry also claimed that the index didn’t use data collected via the government application called the Poshan Tracker, which was created as part of the drive to address malnutrition. This is despite the fact that key international organizations, including UNICEF, WHO, and the World Bank,“have acknowledged the Poshan Tracker as a game-changer in the area of nutrition,”the statement said. Based on data from the Poshan Tracker, the percentage of child ‘wasting’ in India is consistently below 7.2% month-on-month, which is in stark contrast to the 18.7% value in the Global Hunger Index 2023. The statement also pointed out that“there is hardly any evidence”that child mortality is an outcome of hunger. The Indian government allocated over 112 million metric tonnes of food grains under its food security scheme during the financial years 2020-21 and 2022-23, benefitting nearly 80 million people. It extended the scheme in January 2023, the statement added, calling it the“largest food security program in the world.” "
89609,cbc-news,CBC News,,Northern Ontario colleges rely on students from India to survive. What if that revenue strategy fails?,"Colleges in northeastern Ontario rely more heavily than other schools on international revenue, notably from students from India. Developments including India suspending visa services in Canada amid allegations the country was involved in the killing of a Can…",https://www.cbc.ca/news/canada/sudbury/international-students-funding-postsecondary-institutions-data-canadore-cambrian-1.6981326,https://i.cbc.ca/1.6981359.1695924821!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/international-students-at-pures-college.jpg,2023-10-03 08:00:00.000000,"Students are taking a break between classes on this sunny September day just outside Pures College's Scarborough campus, where diplomas are issued from Timmins's Northern College.
It's a familiar ba… [+8227 chars]",Nepal,
89610,,Bangkok Post,Reuters,"Floods in India leave 14 dead, 102 missing","NEW DELHI - At least 14 people were killed and 102, including 22 army personnel, were missing in northeast India on Thursday after heavy rain caused a glacial lake to burst its banks, triggering flash floods down a mountain valley, officials said.",https://www.bangkokpost.com/world/2658074/14-dead-102-missing-after-indian-glacial-lake-bursts-bank-in-heavy-rain,https://static.bangkokpost.com/media/content/20231005/c1_2658074_700.jpg,2023-10-05 04:36:00.000000,"NEW DELHI - At least 14 people were killed and 102, including 22 army personnel, were missing in northeast India on Thursday after heavy rain caused a glacial lake to burst its banks, triggering flas… [+1969 chars]",Nepal,
89613,,Rlsbb.ru,saamaan1@yahoo.com (Master),Darpan Magazine - September/October 2023,"The publication primarily serves South Asians, who originate from India, Pakistan, Nepal and other parts of the globe, but have roots from the Indian sub-continent, such as Fiji Islands, England and Africa. DARPAN also appeals to the mainstream populace – Can…",https://rlsbb.ru/darpan-magazine-september-october-2023/,,2023-10-17 17:00:41.000000,"The publication primarily serves South Asians, who originate from India, Pakistan, Nepal and other parts of the globe, but have roots from the Indian sub-continent, such as Fiji Islands, England and … [+383 chars]",Nepal,
89614,abc-news,ABC News,The Associated Press,A 5.2 magnitude earthquake in Nepal damages dozens of homes and causes a landslide,A 5.2 magnitude earthquake and some aftershocks have damaged nearly two dozen houses near Nepal's capital,https://abcnews.go.com/International/wireStory/52-magnitude-earthquake-nepal-damages-dozens-homes-causes-104207301,https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg,2023-10-22 15:34:02.000000,"KATHMANDU, Nepal -- A 5.2 magnitude earthquake and some aftershocks damaged nearly two dozen houses in the hilly Dhading district near Nepal's capital Sunday, an official said.
The shaking also caus… [+1025 chars]",Nepal,"KATHMANDU, Nepal --A 5.2 magnitudeearthquakeand some aftershocks damaged nearly two dozen houses in the hilly Dhading district nearNepal's capital Sunday, an official said. The shaking also caused a landslide in the region, Hum Nath Parajuli, a district government administrator, said. Details were not immediately available. The area is nearly 60 kilometers (40 miles) west of Kathmandu, and the earthquake was felt in the Nepalese capital. Nepal’s National Earthquake Monitoring and Research Center gave a preliminary magnitude of 6.1. The U.S. Geological Survey provided measurements of a 5.2 magnitude with a depth of 24.7 kilometers (15.4 miles) and an epicenter near Bharatpur. Three tremors of 4.3, 4.1 and 3.8 magnitude also hit the region later Sunday, according to India’s Center for Seismology. The Press Trust of India news agency said the tremors were also felt in Bagmati and Gandaki provinces and caused panic among people. One woman suffered injuries in the Gorkha district, which adjoins Dhading, when she jumped from a two-story building, Parajuli said. Earthquakes are common in mountainous Nepal. A 7.8 magnitude earthquake in 2015 killed some 9,000 people and damaged about 1 million structures."
